userName,score,at,content
Tomo Winna,1,2022-12-02 12:12:11,"Gak bisa liat kuota, ""Gagal memuat data, silahkan coba lagi"". Saya yakin ini trik biar pengguna gak bisa liat kuota agar tau-tau kuota abis dan pulsa berkurang"
Prof. Edwin,1,2022-12-02 12:05:02,"tiap x buka aplikasi berasa kyk kuota uda habis. Tolong tingkatkan lagi, knp selalu susah masuk / ngecek. Update nya selalu tp apliksinya buruk"
Vikky Pratama,1,2022-12-02 11:52:48,Jaringan kata y prioritas tapi nyatanya apa bikin naik darah 99% sinyal jelek pulsa hilang top up gk masuk memang parah ntar bintang 5 kalau sinyal da super duper bagus y
Yoyo Iyok,2,2022-12-02 11:44:07,"Update terus....... Tapi tetep aja error, aq jadi bingung. Seharusnya setelah diupdate sistem maupun jaringan jadi lebih baik. Kalau gitu tak kasih 2 bintang aja supaya menjadi penyemangat 😞😔."
Andi Nikmatullah,1,2022-12-02 11:43:02,"Tolong dong, ini aplikasinya error apa bagaimana? Udah berulang kali mau tambah anggota paket akrab, gagal terus.. Udah re-instal aplikasinya, udah hapus cecha juga tapi masih aja begitu.. Padahal biasanya bagus, tapi sekarang jadi kecewa sama myxl"
Irma Zaesiti,1,2022-12-02 11:29:00,"keterangan sisa kuota kadang ngaco, pernah berkurang dgn sendirinya, prnh jg nambah byk banget, tlg dong pihak xl benerin.. jgn cuma update2 tanpa ada perbaikan, contoh dong provider lainnya"
Irpan Maulana,1,2022-12-02 11:17:26,"Saya baru isi voucher paket data 8 GB selama 1 bulan. Terus kuota dibagi 2 yaitu kuota utama 4 Gb dan kuota lokal 4 GB. Tiba tiba kuota lokal saya langsung habis dan sisa 0 Kb padahal sebelumnya kuota lokal saya yang 4gb masih ada, lalu saya cek di aplikasi kuotanya 0 kb, padahal saya baru menggunakan data untuk buka aplikasi Shopee, itupun tidak sampai 5 menit. Saya kesal dan kecewa terhadap apa yang terjadi pada paket data saya. Mohon pihak XL dapat memberikan keterangan kenapa ini terjadi."
Muhammad Alza Gustara (Alz Tara),3,2022-12-02 10:52:12,"Saran untuk ekstra fup untuk XL prioritas tidak hanya kartu kredit, kan bisa kartu debit (Netflix aja bisa kartu debit) shopee,dsb. Terus aplikasi loading nya lama sering error, mohon segera di-update developer aplikasinya"
Andre Delvi Saputra,1,2022-12-02 10:45:26,"Setiap selesai update pasti ada aja yang terjadi, jaringan tiba tiba lemot, aplikasi tidak bisa digunakan, transaksi beli paket data juga enggak bisa"
Aldhy Dwi,2,2022-12-02 10:43:06,"Terlalu banyak sms pemberitahuan, sangat mengganggu padahal via aplikasi juga bisa cek kuota kan. Aplikasi terlalu banyak update, saya hitung"" hampir tiap minggu ada update aplikasi, dan ga ada perbedaan juga, cuma ""bug fixed"", aplikasi juga lemot, habisin kuota aja kalian ini"
Akbar Alghifari,4,2022-12-02 10:39:35,Cuman pengen mohon untuk bug nya di atasi kayak Kouta yg tiba tiba sedikit padhaal baru pemakaian 2/3 hari tanpa pemakaian yang boros Suka meresahkan dan di refresh berkali kali kadang kembali ke ukuran semula kadang error' nge stuck di ukuran segitu kecilnya
Ainul Yaqin,1,2022-12-02 10:34:27,Sering kali lemot pas membutuhkan. Abis update malah ganti nama aplikasi nya Makin update makin aneh. Promo nya malah ilang
Abdul Rahman,5,2022-12-02 10:10:10,Jujur Kecewa Padahal Aku Pelanggan setia XL Sekarang Jaringan Sangat tidak stabil.. Ping saja Sampai 441 ping.... Jangan kan Dowload Mau Buka video YouTube saja Tidak Bisa Bulan Kemarin Paket Blm Waktunya Habis Sudah Habis Padahal Kuta Banyak Di Putus Begitu Saja Masih ada 2 Atau 3 Hari
Budy Setyawan,1,2022-12-02 10:07:04,"Gresik kota deket alun², buat main game aja cupu, ada kendaraan lewat aja lag, sinyalnya di bawah apa di atas sih, padahal posisi kamar juga di atas"
Wannn,1,2022-12-02 09:40:04,"Update sering,keluhan malah bot yang jawab,saldo udah terpotong paket nya belum muncul udah nunggu 1 jam lebih biasa nya beberapa menit baru muncul padahal wifi lancar,terpaksa pake xl karna jaringan disini bagus nya cuma xl kalo bagus kartu lain ga mungkin saya pake xl"
adjie pranoto,5,2022-12-02 09:20:25,"Aplikasi MuXL mantap.. banyak bonus dan promo yg bisa diambil lewat aplikasi ini, fitur ngga ribet, jaringan kuat stabil , wlwpun saya diplosok desa.. 😁👍👍👍"
Ali Hidir,3,2022-12-02 08:46:32,Aplikasinya bagus juga berguna banget dan juga ada bonusnya tetapi yng jdi masalah adalah sinyal kartu xl nya tolong di perbaiki agar pebih lancar dan juga semoga kartu xl nya tidak mudah tenggang baru 1 minggu gk isi kuota kartunya udh tenggang
ANNISA AZZAHRA,1,2022-12-02 08:34:40,"Kak ini kenap XL saya tidak bisa dibuka yaa ada tulisan feature referrall padahal my xl saya sudah di update ke versi terbaru tapi gak bisa dibuka ,moga di baca dan diperbaiki"
ISDKO,1,2022-12-02 08:30:42,Bonus paket pembelian tidaj sesuai dengan promo yang ada.. Sudah menggunakan fasilitas live chat tapi tetap tidak dijelaskan kenapa. Hanya tunggu tunggu tunggu sebentar.
Dwiki Arif .R,3,2022-12-02 07:46:15,"Kecewa dengan promo sekarang tidak ada yang menarik,diskon diskon untuk paket extra combo sudah tidak ada kalau ada pun paket dengan harga paling mahal."
Endang Sri,2,2022-12-02 07:28:55,Akhir2 ini sinyalnya jelek bgt. Pdhl dr dulu cinta bgt pke xl. Tapi sayang sekarang jaringannya jelek jd pindah kartu deh. Tolong diperluas lg jaringannya dong biar lancar terutama di jawa
Aldi Faturrahman S,1,2022-12-02 06:49:58,"Awal beli XL sinyal kenceng. Setelah dapat 4 bulan. Sinyal sangat sangat buruk. Bukan hanya sinyal, membuka app myxl saja seperti mengantri sembako. Ada apa dengan XL?"
Hidayatul Isnain,1,2022-12-02 06:44:23,Ini kenapa yah.. kan kuota nya terbagi 2 kan. Kuota pertama itu masih 21 GB terus kuota yang kedua nya itu tinggal 9 GB. Tadi siang masih sempat cek totalnya itu 30 Gb lebih kan. Terus waktu cek terakhir ini tinggal 21 GB.. 9GB nya itu lari kemana?? Padahal dari tadi HP saya cuma ditinggal buat nonton Drakor di laptop
Ibnu Rizki,2,2022-12-02 06:27:53,"Udah seminggu ini xl sangat buruk dalam sinyal di semarang, semoga ada perbaikan.. kalau tidak ada perbaikan saya akan mengajak semua orang yang pakai xl untuk pindah jaringan lain karna di semarang xl udah lemot.. tolong di perbaiki"
Dira Dwitinof Nugraha,1,2022-12-02 06:10:10,Saat pembelian paket data sering gagal transaksi dan al hasil pulsa pun mengurang pelayanan sangat kurang dan saya sebagai pemngguna XL sangat kecewa sekali.
Craft_77,2,2022-12-02 06:04:28,"Ini jaringan kayak yg gada jaringan banget kuota banyak tapi pass ngegeme,ke goggle, dll gak bisa aneh banget tolong dong dan anehnya lagi pas bli pulsa masa aktif gak nambah"
Muhamad Erfan,1,2022-12-02 05:15:42,Operator ini jaringannya lemot dan sangat lambat. Bagaimana bisa bersaing dengan jaringan selambat ini. Bahkan kuota internet diskon 90% belum tentu saya mau membelinya. Di kota Depok saja lemot apalagi di daerah pinggiran. Pelanggan beli mahal tidak masalah selama bisa diandalkan jaringannya .
Badrus Ristianto,1,2022-12-02 05:02:01,"Tolong Jaringannya Kalau tidak lancar, setidaknya stabil. Jangan ilang muncul ilang muncul. Tolong perbaiki lagi.!!!"
Regina Maudina,5,2022-12-02 04:26:32,"Harga kuota berubah2, sebelum isi pulsa harga masih promo pas udah isi langsung kembali ke harga normal. Pulsa jadi tidak cukup untuk beli kuota."
Agusta Kopok,1,2022-12-02 04:00:21,Saya beli pulsa 60k mau buat paketan malah gak masuk... Saya tanyakan di konter keterangan sudah sukses dan konter tidak mau tau... 60k gak sedikit bagi saya soalnya...
Nisa Nadianka,1,2022-12-02 03:22:59,"Pulsa selalu tersedot pada saat ingin dipaketkan. Padahal sudah pake kontrol pulsa, harga promonya tidak konsisten juga, sering eror."
Yuli12 Anti,2,2022-12-01 23:53:53,"Suka heran sama aplikasi nya. Kadang bener, kadang gak bener kalau mau bagi bagi paketan atau pulsa selalu bermasalah dan masukan kode2 yang saya gak ngerti,, tolong di perbaiki, dan membuka aplikasi nya loading nya terlalu lama sekali...."
Bang Muliadi,3,2022-12-01 17:20:19,"Sekedar ulasan semoga di respon baik 🙏 Untuk fitur² nya sangat bagus sekali, namun Tolong Untuk fitur perpanjangan paket kuota juga ditambahkan biar paket kuota gak hangus sia-sia. Tolong peng upgrade (update) apk nanti ditambah fitur perpanjangan ""pake kuota"" 🙏 Saya akan menambah bintang ketika penga upgrade ditambah fitur perpanjangan paket kuota....!🙏 *Kenyamanan kami kepuasan anda ...!*💪"
ambarw s310,3,2022-12-01 16:38:05,"Kpd yth. Pihak XL Pliss XL yg konsisten dong😌 dlu masalah sinyal, skrg lama kelamaan jadi makin boros alias cepet habisny🥴 ditambah bonus flex makin kesini makin berkurang dlu yg dapet bonus flex 4GB skrg cuma dapet 2GB, lama kelamaan akunya yg gamau pake XL🥲"
"Lalu Yusran Wahyudi, Sp",1,2022-12-01 15:05:52,"Apk. Error, Tidak bisa kebuka karna saat mendaftarkan no hp selalu ditolak dengan keterangan ""sedang terjadi kesalahan maaf utk saat ini anda belum bisa masuk dan menggunakan layanan myxl"""
Eman Suherman,1,2022-12-01 14:53:57,Duuhhh jaringannya xl gimana sih makin kesini malah makin jelek ganggu kerjaan nih...buka aplikasi myXL aja susah banget ngelag teruss...klo terus kek gini bisa pindah provider. Tolong dong kwalitasnya dijaga.
Nasrul Wahidin,2,2022-12-01 13:49:29,"Udah paketnya mahal, jaringan lemot. Masa saya yang kerja di jakarta bahkan bisa dibilang sangat dekat dengan gedungnya xl tapi jaringan tetap lemot. Buka youtube muter² mulu."
Safir Official,2,2022-12-01 13:38:46,"Aplikasi terlalu berat ketika login, saat ini tidak bisa ambil bonus untuk paket combo flex. Sinyal sudah tidak stabil."
Anisa Tazkiyyah,3,2022-12-01 13:36:40,"Aplikasi ini sukanya ngeprank, bagaimana tidak ketika lihat harga promo misal 45gb harga 50rb,nah lalu saya isi pulsa 55rb,tapi ternyata setelah pulsa masuk lalu beli yg promo tadi,ada aja katanya terdapat kesalahan,dan ujung² nya harganya udah naik 100rb,parah ngeprank nya"
Jhonifer Aldin,1,2022-12-01 13:04:21,"Gak guna, leletnya gak ada obat, apknya sendiri sampai gak bisa buka. Disuruh restart ulang malah gak ada perubahan antrian juga puluhan. Udah beli paket mahal2 malah gak bisa buat apa2"
Dian Suheriana,1,2022-12-01 12:11:58,"Sekarang XL tidak seperti dulu lagi... Sering eror gangguan terus tiap hari Jaringan pun selalu jelek Padahal sinyal ada 3 balok, 4G tapi ga bisa masuk ke aplikasi apapun... Kuota banyak Tolong di perbaiki lagi XL Terima kasih"
mad hasan,1,2022-12-01 11:08:00,"Ga bisa atur anggota di paket akrab,, gua udah beli 4 slot 200gb tapi cuma bisa di pakai 1 doang,, aplikasi nya bug,, gua komplen di XL care cuma disuruh nunggu Ampe 1 jam gada solusi,, besoknya komplen lagi sama aja,, burik XL,, merasa di rugikan dan kecewa,,"
Muhammad Sahar,1,2022-12-01 10:55:11,"Sinyal XL makin kacau sering gangguan setiap Habi ujan langsung lemot dan bahkan ga bisa di pakai, makin ke sini makin mengecewakan XL padahal saya sudah lama XL sudah lama makin lama makin mengecewakan, tolong di perbaiki lg untuk keluhan sinyal banyak yg komplen..."
Nur Syahara,4,2022-12-01 10:16:27,Di daerah kami sinyal cukup bagus tapi sangat disayangkan jika mendung atau hujan tiba tiba sinyal menghilang. Dan akhir akhir ini aplikasi susah dibuka. Semoga bisa lebih baik lagi........
setiawan ssfdss,3,2022-12-01 09:41:55,"Wah isi pulsa 2kali dapet bonus pertama 2gb kedua 500mb, kirain kalo di klaim bakal bisa nambah semua ternyata cuma satu, mana yg saya klaim yg 2gb dulu, udah masuk sih tadinya langsung aja saya klaim lagi yg 500mb, bukane nambah malah yg 2gb ilang 😂😂wkwkwkwk pengalaman dah kalo gini, kalo aplikasinya membantu sih, cuma ya lemot aja"
Wahyudi Hidayat,2,2022-12-01 07:23:53,"Di update bukannya makin bagus malah makin parah. Buat buka aplikasi aja lamanya minta maap, serasa download aplikasi yg sizenya 1gb ke atas 🤦 Tolong dong diperbaiki lagi untuk masalah jaringan sistem di myXL, saya udh lama loh pakai XL. Kalo masih begini terus,, bisa² pindah provider nantinya."
Erni Wijayanti,1,2022-12-01 06:41:43,"Pembelian kuota berhasil, setelah di cek kuota berkurang cukup banyak dalam beberapa menit setelah pembelian kuota, padahal belum dipakai sama sekali. Bahkan masih menggunakan jaringan internet provider lain bukan XL. Pengaduan ke live chat (lewat app myXL) respon lama dan tidak membantu. Saya rugi sih jadinya belum pakai tapi sudah berkurang."
Nira Firhan Adiani,1,2022-12-01 05:54:46,"Sinyal kurang bagus, semakin mahal, terus kalo mau maketin gak bisa bisa, malah pulsanya berkurang, ini sudah 2 kali terjadi, mohon diperbaiki"
Xiauxi,1,2022-12-01 03:11:09,"Parah, kmren isi paket bundle data game+ diamond mlbb, diamond masuk tp data gk masuk. Uda di komplain malah hasil laporan ny pulsa tidak cukup! Hari ini isi pulsa dr apk my xl pembyrn via shopee pay tp smpai skarang gk masuk2 pulsa nya padahl uda keluar tanda jempol. Parah habis!!!! Perbaiki donk bos, masa kalah sama provider lain??"
mars rekhy,1,2022-12-01 01:29:37,"Semenjak update ke versi terbaru (sdh 2 kali update) selalu gagal bayar tagihan pakai CC padahal dari dulu ngga pernah masalah, kirain CC yg bermasalah tp sdh ganti bbrp CC ternyata sama saja, verifikasi 3DS nya sukses tp gagal di XL nya..tolong diperbaiki"
Mulyana Cisumur,4,2022-11-30 23:43:40,"pembelian paket mudah, pilihan nya banyak dan ada lock pulsa jadi ketika kouta habis, pulsa utama yg tersisa tidak terpotong.. hanya 1 yg kekurangan nya koneksi internet dan jaringan XL AXIS di daerah saya tidak stabil"
Rahmah Halimatussa'diah,1,2022-11-30 23:37:43,Udah saya coba saran dari Maya di komentar sebelumnya. Tapi tetep ga bisa buat aktifkan lagi anggota yang dimatikan oleh operator XL sendiri. Terus aja gangguan ga ngerti deh. Percuma beli pulsa gede buat paket Akrab tapi hasilnya anggota tidak bisa menggunakan kuota tersebut. Tolong dong
Fitri Ulya,1,2022-11-30 23:25:01,"Update terus g ada kemajuan, yg ada malah sering ngeLAG, lemot dan sering keluar sendiri. Padahal no Xl q dah masuk ke prioritas platinum. Mau chat sama customer service aja nunggunya smpe lama bgt. Katanya 24 jam tapi nyatanya .....👎🏻👎🏻👎🏻."
10_Brian Sampurno,5,2022-11-30 22:37:12,"Bagus dah XL, tapi mohon ditambahkan dengan mode offline. Karena pada saat pengisian, data tidak selalu aktif untuk mencegah pulsa tersedot dan dapat mengisi data dengan voucher pada saat offline. Trimakasih"
Na Gume,1,2022-11-30 22:21:21,"Bos, semalam sy ngisi pulsa agar auto perpanjangan kuota pk. 23.59, krna bsknya tgl reset kuota, biasanya aman2 aja. Knp hr ini kuota sy yg 38GB tereset kembali 0, dan pulsa sy msh tetep ga terpotong perpanjangan masa aktif kuota."
Daylon Nevan,1,2022-11-30 14:34:53,"Aneh bener"" heran sebelum diisi kuota 36 gb padahal msh ada sisa kuota 11 giga'an, trs coba isi ulang krn mau dipake buat hotspot ke laptop tp total kuota nya jadi 37 gb lebih. Bener"" heran, apa kuota yg 11 gb nya jd ke riset kalo isi ulang kuota sblm kuota nya bener"" habis. Nyesel langsung diisi kuota padahal tunggu sampe habis aja dulu."
Alin'k Asyar,1,2022-11-30 13:41:49,"Kurang menarik, karena kode voucer yang saya masukkan tidak dapat di proses dengan cepat, pokoknya aplikasi ini tidak bagus, sangat jelek tidak mendukung, percuma beli voucer prosesnya juga tidak bisa"
Ari Setiawan,1,2022-11-30 11:07:11,"dari kmarin gabisa"" isi paket heran + sinyal kaga karuan 3x pindah rumah emang cuma xl yg lemot bgt, dipake nonton yt aja muter terus, diantara semua kartu, cuma xl yg paling lemot dari yang terlemot, cuih, kalo bisa kasih bintang di bawah 1 udh gw kasih nih"
Bayuaji Satria Wijaya,1,2022-11-30 10:38:17,"Harga elite, sinyal sulit. Cocok banget ama lu XL, kalo harga murah, sinyalnya kuat in dikit lah, masak sinyal nya jelek banget, bahkan buat buka google aja butuh 1-3/5 menit"
Arjuna Ardi,1,2022-11-30 09:56:58,Saya mau isi paket setelah transaksi berhasil saya keluar dan mendapati kuota saya tidak bertambah tetapi pulsa saya tetap habis Gimana nih developer nya mohon diperbaiki setidaknya kalo kuota nya gak bisa masuk pulsa saya dikembalikan
RK Inspired,2,2022-11-30 05:52:55,"Byk paket sesuai kebutuhan, tapi jadi aplikasi pencuri/penguras pulsa, mode data di offkan dan tdk pernah melakukan panggilan tlp tapi pulsa habis dgn sendirinya."
Angga Putra,2,2022-11-30 01:59:02,"Minta tolong di perbaiki lagi saya aktifkan metode kartu kredit GK bisa, padahal sudah terkonfirmasi berhasil dari email, tapi pas di gunakan GK bisa malah sering close apps sendiri , sia sia saya bayar biaya , kecewaaa..."
Endang Saepudin,3,2022-11-30 01:30:46,"Aplikasi lemot, pulsa sering kepotong padahal paket masih ada . Harus kejar- kejaran bila ingin membeli paket , Soalnya pulsa selalu hilang sia-sia ."
Wahid AS,5,2022-11-30 01:17:50,"Baru kali ini saya merasa kecewa banget sama XL, jadi gini paket saya udah habis masa aktifnya saya tidak berniat memperpanjang masa paket lagi padahal tgl 27-11-2022 jam 21:35 saya isi pulsa 100.000 untuk memperpanjang masa kartu lalu esoknya tiba tiba tgl 28-11-2022 jam 5:41 pagi tiba tiba pulsa saya terpotong sendiri sebanyak 82.000 untuk memperpanjang masa paket padahal saya masih memiliki bonus paket dari isi pulsa sampe tgl 30 harusnya makin lama makin bagus ga kaya gini, oke udh di fix👍"
M.rizki A.R.,1,2022-11-29 22:00:41,"Banyak yg error, mau beli paket malam aj error, mana lama munculnya kalo mau ngeliat brp lagi paket data kita, semoga cepat di perbaiki"
Edyprianto 96,5,2022-11-29 17:08:41,"jaringan xl sangat terjangkau dan mudah di akses. saya dari dulu selalu memilih xl, karna xl nyaman saat internetan. xl memang mantap. Semoga xl selalu sukses dan jaya 😍😍"
Ari Dwi Putera,1,2022-11-29 15:14:01,"Buruk, selalu aja pas ngerespon bilang mohon maaf...mohon maaf...perbaiki kualitas nya, jangan maaf doang! Action gak ada.. 10 tahun saya pakai XL, kompetitor lain pada berkembang.. ini malah menurun.. hmmm Kalau gak ada perkembangan bila, saya mau ganti operator lain saja.."
fiyan galang,1,2022-11-29 15:10:44,"Saya Konsumen lama XL sudah hampir 10 tahun pake XL, tapi kenapa paket internt saya SUPER mahal beda jauh sama beli perdana baru sama-sama XL, hrusny konsumen lama lebih diprioritaskan karna sudah terbukti dengan kesetiaan pemakainya bukanya malah dimahalin trus harus ganri nomor gitu biar sama ????? KECEWA Sinyak m3m3 buat nontn video aja muter terus loading buat main game lag"
